url,label
http://br14.teste.website/~exclus23/produto/183175844/iphone-7-plus-128gb-vermelho-tela-retina-hd-5-5-3d-touch-camera-dupla-de-12mp-apple/,1
http://www.boutycone.fr/mail/assure_somtc=true/99f5c49b3237b7e259ce54c7730c0ab4/,1
https://www.stoneville.bfb.asn.au/sign-in,1
http://radioramamexicali.com/alor/index.html,1
http://radioramabajio.com/dhll/DHLAUTO/dhl2.htm,1
https://get-file-download.store/88d95a129dd80585729e1666c4b1ed0b5,1
http://stainupurworejo.ac.id/pmb/image/secured/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,1
http://georginahassan.com/wp-includes/images/smilies/dropse/,1
http://www.bofa-checkings.com/,1
http://aromsh.se/bankofamerica.com.lgoin.2017/,1
http://www.bofacgi-reviews.com/verification/95C5E750575D16N366DD/index.php,1
http://milesfork.com/brako/service-server/common/,1
https://stavlisio.com/update2018/login.php?https://login.live.com/GetSessionState.srf?response_type=code&amp;client_id=51483342-085c-4d86-bf88-cf50c7252078&amp;scope=openid profile email offline_access&amp;response_mode=form_post&amp;redirect_uri=https%3a%2f%2flogin.microsoftonline.com%2fcommon%2ffederation%2foauth2&amp;state=rQIIAeNisNLLKCkpKLbS109Myc3M0ysoyi9JTS7JzM_Tyy8tycnPz9ZLzs_Vyy9Kz0wBsYqEuAQUN61SL7LY4N-7wPjWqz9ev2YxcsbnZJalguRXMWoSY6B-anKB_gVGxheMjJuY2H2dPOO9XSNPMDUfk7vFJOhflO6ZEl7slpqSWpQI0nmBReAVC48BsxUHB5sAowSDAsMPFsZFrECnTAo1qLmuZuK0OaTi9yltYYZTrPoF2flJ3mF5xZ5ubgbZfvmu5mmRptmpzmEmxvplAZYF5VU-FaFhZb4B2VXJtkZWhhPYhCawMZ1iY9jFSbzLAQ2&amp;estsfed=1&amp;uaid=27aab22138724fb08da033daeafc4afa&amp;vaccess&amp;response_mode=form_post&amp;redirect_uri=https%3a%2f%2flogin.microsoftonline.com%2fcommon%2ffederation%2foauth2&amp;state=rQIIAeNisNLLKCkpKLbS109Myc3M0ysoyi9JTS7JzM_Tyy8tycnPz9ZLzs_Vyy9Kz0wBsYqEuAQUN61SL7LY4N-7wPjWqz9ev2YxcsbnZJalguRXMWoSY6B-anKB_gVGxheMjJuY2H2dPOO9XSNPMDUfk7vFJOhflO6ZEl7slpqSWpQI0nmBReAVC48BsxUHB5sAowSDAsMPFsZFrECnTAo1qLmuZuK0OaTi9yltYYZTrPoF2flJ3mF5xZ5ubgbZfvmu5mmRptmpzmEmxvplAZYF5VU-FaFhZb4B2VXJtkZWhhPYhCawMZ1iY9jFSbzLAQ2&amp;estsfed=1&amp;uaid=27aab22138724fb08da033daeafc4afa&amp;vv=1600&amp;mkt=EN-US&amp;lc=1033&amp;email=abuse@treas.state.nj.us,1
https://sign-in-office-com-secure004-access-auth-jspx-000.datasite.xyz/upgrade-your-account/office/index.html,1
http://maria-chelyapinaru.432.com1.ru/wellss/8e30e2d917bc2cf8c626f46fb2f6fff4/login.php?cmd=login_submit&id=MTU2MDEyNDIxNQ==MTU2MDEyNDIxNQ==&session=MTU2MDEyNDIxNQ==MTU2MDEyNDIxNQ==,1
http://darimanakemna-pak.com/Cgi-bin/outlook/fresh/error.php,1
